Name	GeneID	old	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Atu0373	ATU_RS01795	Atu0373	113.82136640924	1.7794335795009	0.510395656422576	3.48638072661739	0.000489603657272382	0.0342596191762702
Atu0499	ATU_RS02460	Atu0499	396.522958005042	1.15864395376149	0.31469042789901	3.68185318345089	0.000231544744617716	0.0244284023996639
Atu0514	ATU_RS02530	Atu0514	50.7257110626323	2.40553810458456	0.616489658464412	3.90199263127367	9.54040626243833e-05	0.0146953031945623
cheA	ATU_RS02545	Atu0517	113.877396200368	1.5560176033615	0.408935880599856	3.80504053857789	0.000141780968062893	0.0182974087162247
cheR	ATU_RS02550	Atu0518	12.1188152854224	1.90793178223694	0.492094354996591	3.87716656950913	0.000105680010119114	0.0156312541357556
Atu0568	ATU_RS02795	Atu0568	14.497142743086	1.36165119813953	0.385597968344785	3.53127171282707	0.000413566679802189	0.0310960802969242
motB	ATU_RS02800	Atu0569	48.326224597898	1.37253059866941	0.391140690465354	3.50904580404677	0.000449717448363094	0.0330369356297504
mcpA	ATU_RS03165	Atu0646	49.3173221077725	1.96934255706159	0.463324032993949	4.25046493775839	2.13327229703913e-05	0.00548588960960075
Atu0650	ATU_RS03190	Atu0650	40.7789365615612	1.81199554569123	0.501602188832383	3.61241554768561	0.000303357919324383	0.0254307339183167
Atu0669	ATU_RS03285	Atu0669	82.7784500665229	1.64871462186036	0.432123742329135	3.81537615353842	0.000135975640931616	0.0180356579291241
mcpG	ATU_RS03630	Atu0738	187.149652541923	1.91300849399608	0.334258881786546	5.72313436750412	1.04576489559048e-08	2.65657803539211e-05
Atu0761	ATU_RS03755	Atu0761	21.3321165609896	3.22337537816937	0.758024003000508	4.25233945813086	2.11548865384432e-05	0.00548588960960075
Atu1083	ATU_RS05365	Atu1083	13.488034491168	4.60011519423853	1.15900890168607	3.9690076474361	7.2172565874522e-05	0.0118835862776153
ribD*	ATU_RS05765	Atu8148	36.3325204692495	1.5356975503323	0.442315414377085	3.47195123754623	0.000516690179240483	0.0352456515124758
Atu1709	ATU_RS08370	Atu1709	77.4966166910555	2.36709154703314	0.645604964033197	3.66647048722416	0.000245921286176929	0.0244284023996639
Atu1862	ATU_RS09110	Atu1862	98.8985191677463	1.52048561489572	0.455424894629204	3.33860891845551	0.00084199013892703	0.0461748266304564
Atu1875	ATU_RS09170	Atu1875	45.1741896217813	2.02620719174144	0.562995489503337	3.59897588793991	0.000319472805587738	0.0258556380793466
mcpA	ATU_RS10615	Atu2173	67.0165571527179	1.34693582136378	0.348537626565203	3.86453489867843	0.000111301076568731	0.0156312541357556
Atu2226	ATU_RS10860	Atu2226	26.9546066275784	1.6972004075621	0.448945154921767	3.78041814006849	0.00015656519140574	0.0186899697240602
Atu2265	ATU_RS11050	Atu2265	64.5733125428436	1.4186784135319	0.426149344442012	3.32906393506126	0.00087138398628081	0.046231761494343
macA	ATU_RS12320	Atu2528	29.4973569562569	4.47142597155264	1.18187573797273	3.78333003029784	0.000154744010278434	0.0186899697240602
Atu2529	ATU_RS12325	Atu2529	19.4678352765776	3.74087244835571	0.988468625320548	3.78451308673817	0.000154009803946824	0.0186899697240602
dxr	ATU_RS12715	Atu2612	58.6331667967806	1.40765476457866	0.409496362812424	3.43752690478342	0.00058705239521352	0.0384596788263394
ccmA	ATU_RS13080	Atu2686	23.4824887798193	1.79958399315521	0.536626978996308	3.35351009843207	0.00079793502045264	0.0457878872612201
Atu3210	ATU_RS14815	Atu3210	121.381889468066	1.2978898218308	0.323491202533303	4.01213328729453	6.01725078872521e-05	0.0106416194504307
Atu3277	ATU_RS15135	Atu3277	9.92189124118257	3.2152843809799	0.592082345629105	5.43046825279608	5.62063780550174e-08	8.94618184042361e-05
Atu3278	ATU_RS15140	Atu3278	24.9862996008503	2.10333848225814	0.451996435511807	4.65344041900791	3.26441959928945e-06	0.00141705487150974
Atu3279	ATU_RS15145	Atu3279	21.6643387268078	2.16706898603411	0.595117096920206	3.64141611331438	0.000271142476896793	0.0244284023996639
celB	ATU_RS15280	Atu3308	67.8264764533404	2.79899766445084	0.663557597245667	4.21816836408637	2.46294888399162e-05	0.00588029046052998
Atu3361	ATU_RS15545	Atu3361	38.5686224224691	1.99759521531109	0.581601248926246	3.43464739630297	0.000593325301813918	0.0384596788263394
Atu3435	ATU_RS15900	Atu3435	30.0766545732564	2.12557858370027	0.628965530350802	3.37948342338369	0.000726221866837449	0.044457813001908
