Name	GeneID	old	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Atu0011	ATU_RS00055	Atu0011	9.86847832091101	2.009781976809	0.619627446022141	3.24353285141147	0.00118057195651387	0.0059640479632423
depA	ATU_RS00075	Atu0015	123.742214229911	1.94459094657347	0.304387865548471	6.38852978935132	1.67488200178264e-10	6.30745335671326e-09
Atu0032	ATU_RS00155	Atu0032	7.73723734011302	2.16838149426555	0.696294788742284	3.11417165448314	0.00184462139531906	0.00856173011776944
actS	ATU_RS00250	Atu0051	35.8477834243913	1.78713887378442	0.364101755528692	4.90835006051926	9.18458082726201e-07	1.31575075770373e-05
frcB	ATU_RS00305	Atu0063	2247.71326937594	1.8628776980455	0.415307777484985	4.48553530426685	7.2731101909469e-06	7.75850445476332e-05
Atu0075	ATU_RS00360	Atu0075	28.3012757861377	1.45882794742166	0.4958136240066	2.94229096738625	0.00325793653033494	0.0135751906892665
Atu0102	ATU_RS00495	Atu0102	31.502134644333	2.28717257846727	0.384045797658835	5.95546831239922	2.59328144972392e-09	7.583060050928e-08
Atu0113	ATU_RS00545	Atu0113	217.239470802533	1.55762800069588	0.335803200276097	4.63851446149171	3.50922384778456e-06	4.16332977263414e-05
dctD	ATU_RS00550	Atu0114	35.4015317913242	2.33583378407228	0.41303490513905	5.65529391102167	1.55579808966902e-08	3.59714990871846e-07
Atu0117	ATU_RS00560	Atu0117	5.24043739178226	2.96535047981955	1.18390136894399	2.50472763830366	0.0122545719051215	0.0393269702649186
Atu0118	ATU_RS00565	Atu0118	31.6812453464603	2.28128088362858	0.470470139362489	4.84893873757819	1.24123744205997e-06	1.71394203457781e-05
exbB	ATU_RS00770	Atu0161	532.218931604106	1.53423166080516	0.443385701699203	3.4602641784015	0.000539645676935282	0.00311204020886924
exbD	ATU_RS00775	Atu0162	21.8368960384044	1.73044930136805	0.658687167244504	2.62711858894574	0.00861113178529613	0.0296943048777449
tonB	ATU_RS00780	Atu0163	82.8137692386818	2.40249433030032	0.543546789824763	4.42003223140159	9.86861810761258e-06	9.93054668278181e-05
